"","job_header","job_link","Sector","full_link"
"388","Designer, Kitchen","/research/US/Job=Designer%2C_Kitchen/Hourly_Rate","Art-and-Design","https://www.payscale.com/research/US/Job=Designer%2C_Kitchen/Hourly_Rate"
"389","Product Design Engineer","/research/US/Job=Product_Design_Engineer/Salary","Art-and-Design","https://www.payscale.com/research/US/Job=Product_Design_Engineer/Salary"
"390","User Experience Director","/research/US/Job=User_Experience_Director/Salary","Art-and-Design","https://www.payscale.com/research/US/Job=User_Experience_Director/Salary"
"391","Graphic Design Specialist","/research/US/Job=Graphic_Design_Specialist/Salary","Art-and-Design","https://www.payscale.com/research/US/Job=Graphic_Design_Specialist/Salary"
"392","Project Manager, Interior Design","/research/US/Job=Project_Manager%2C_Interior_Design/Salary","Art-and-Design","https://www.payscale.com/research/US/Job=Project_Manager%2C_Interior_Design/Salary"
"393","Multimedia Designer","/research/US/Job=Multimedia_Designer/Salary","Art-and-Design","https://www.payscale.com/research/US/Job=Multimedia_Designer/Salary"
"394","Animator","/research/US/Job=Animator/Salary","Art-and-Design","https://www.payscale.com/research/US/Job=Animator/Salary"
"395","Lead Graphic Designer","/research/US/Job=Lead_Graphic_Designer/Salary","Art-and-Design","https://www.payscale.com/research/US/Job=Lead_Graphic_Designer/Salary"
"396","Product Developer","/research/US/Job=Product_Developer/Salary","Art-and-Design","https://www.payscale.com/research/US/Job=Product_Developer/Salary"
"397","Assistant Interior Designer","/research/US/Job=Assistant_Interior_Designer/Hourly_Rate","Art-and-Design","https://www.payscale.com/research/US/Job=Assistant_Interior_Designer/Hourly_Rate"
"398","Assistant Fashion Designer","/research/US/Job=Assistant_Fashion_Designer/Salary","Art-and-Design","https://www.payscale.com/research/US/Job=Assistant_Fashion_Designer/Salary"
"399","Senior Industrial Designer","/research/US/Job=Senior_Industrial_Designer/Salary","Art-and-Design","https://www.payscale.com/research/US/Job=Senior_Industrial_Designer/Salary"
"400","Media Supervisor","/research/US/Job=Media_Supervisor/Salary","Art-and-Design","https://www.payscale.com/research/US/Job=Media_Supervisor/Salary"
"401","Freelance Graphic Designer","/research/US/Job=Freelance_Graphic_Designer/Hourly_Rate","Art-and-Design","https://www.payscale.com/research/US/Job=Freelance_Graphic_Designer/Hourly_Rate"
"402","Production Designer","/research/US/Job=Production_Designer/Salary","Art-and-Design","https://www.payscale.com/research/US/Job=Production_Designer/Salary"
"403","Graphic Designer, Web","/research/US/Job=Graphic_Designer%2C_Web/Salary","Art-and-Design","https://www.payscale.com/research/US/Job=Graphic_Designer%2C_Web/Salary"
"404","Lead Painter","/research/US/Job=Lead_Painter/Hourly_Rate","Art-and-Design","https://www.payscale.com/research/US/Job=Lead_Painter/Hourly_Rate"
"405","User Experience Manager","/research/US/Job=User_Experience_Manager/Salary","Art-and-Design","https://www.payscale.com/research/US/Job=User_Experience_Manager/Salary"
"406","UX Manager","/research/US/Job=UX_Manager/Salary","Art-and-Design","https://www.payscale.com/research/US/Job=UX_Manager/Salary"
"407","Illustrator","/research/US/Job=Illustrator/Hourly_Rate","Art-and-Design","https://www.payscale.com/research/US/Job=Illustrator/Hourly_Rate"
"408","Design Director, Interior Design","/research/US/Job=Design_Director%2C_Interior_Design/Salary","Art-and-Design","https://www.payscale.com/research/US/Job=Design_Director%2C_Interior_Design/Salary"
"409","Textile Designer","/research/US/Job=Textile_Designer/Salary","Art-and-Design","https://www.payscale.com/research/US/Job=Textile_Designer/Salary"
"410","Florist","/research/US/Job=Florist/Hourly_Rate","Art-and-Design","https://www.payscale.com/research/US/Job=Florist/Hourly_Rate"
"411","Product Development Coordinator","/research/US/Job=Product_Development_Coordinator/Salary","Art-and-Design","https://www.payscale.com/research/US/Job=Product_Development_Coordinator/Salary"
"412","Production Artist (Graphic Arts)","/research/US/Job=Production_Artist_(Graphic_Arts)/Hourly_Rate","Art-and-Design","https://www.payscale.com/research/US/Job=Production_Artist_(Graphic_Arts)/Hourly_Rate"
"413","Fine Artist, Including Painter, Sculptor, or Illustrator","/research/US/Job=Fine_Artist%2C_Including_Painter%2C_Sculptor%2C_or_Illustrator/Hourly_Rate","Art-and-Design","https://www.payscale.com/research/US/Job=Fine_Artist%2C_Including_Painter%2C_Sculptor%2C_or_Illustrator/Hourly_Rate"
"414","Junior Art Director","/research/US/Job=Junior_Art_Director/Salary","Art-and-Design","https://www.payscale.com/research/US/Job=Junior_Art_Director/Salary"
"415","Product Design Manager","/research/US/Job=Product_Design_Manager/Salary","Art-and-Design","https://www.payscale.com/research/US/Job=Product_Design_Manager/Salary"
"416","Designer, Kitchen & Bath","/research/US/Job=Designer%2C_Kitchen_%26_Bath/Hourly_Rate","Art-and-Design","https://www.payscale.com/research/US/Job=Designer%2C_Kitchen_%26_Bath/Hourly_Rate"
"417","Visual Merchandising Manager","/research/US/Job=Visual_Merchandising_Manager/Salary","Art-and-Design","https://www.payscale.com/research/US/Job=Visual_Merchandising_Manager/Salary"
"418","Animator, 3D","/research/US/Job=Animator%2C_3D/Salary","Art-and-Design","https://www.payscale.com/research/US/Job=Animator%2C_3D/Salary"
"419","Associate Art Director","/research/US/Job=Associate_Art_Director/Salary","Art-and-Design","https://www.payscale.com/research/US/Job=Associate_Art_Director/Salary"
"420","UX Director","/research/US/Job=UX_Director/Salary","Art-and-Design","https://www.payscale.com/research/US/Job=UX_Director/Salary"
"421","Production Manager, Theater","/research/US/Job=Production_Manager%2C_Theater/Salary","Art-and-Design","https://www.payscale.com/research/US/Job=Production_Manager%2C_Theater/Salary"
"422","Design Intern","/research/US/Job=Design_Intern/Hourly_Rate","Art-and-Design","https://www.payscale.com/research/US/Job=Design_Intern/Hourly_Rate"
"423","Merchandising Assistant","/research/US/Job=Merchandising_Assistant/Hourly_Rate","Art-and-Design","https://www.payscale.com/research/US/Job=Merchandising_Assistant/Hourly_Rate"
"424","Artistic Director","/research/US/Job=Artistic_Director/Salary","Art-and-Design","https://www.payscale.com/research/US/Job=Artistic_Director/Salary"
"425","Senior Fashion Designer","/research/US/Job=Senior_Fashion_Designer/Salary","Art-and-Design","https://www.payscale.com/research/US/Job=Senior_Fashion_Designer/Salary"
"426","Technical Artist","/research/US/Job=Technical_Artist/Salary","Art-and-Design","https://www.payscale.com/research/US/Job=Technical_Artist/Salary"
"427","Tattoo Artist","/research/US/Job=Tattoo_Artist/Hourly_Rate","Art-and-Design","https://www.payscale.com/research/US/Job=Tattoo_Artist/Hourly_Rate"
"428","Exhibit Designer","/research/US/Job=Exhibit_Designer/Salary","Art-and-Design","https://www.payscale.com/research/US/Job=Exhibit_Designer/Salary"
"429","Post Production Manager, Television, Video, or Motion Picture","/research/US/Job=Post_Production_Manager%2C_Television%2C_Video%2C_or_Motion_Picture/Salary","Art-and-Design","https://www.payscale.com/research/US/Job=Post_Production_Manager%2C_Television%2C_Video%2C_or_Motion_Picture/Salary"
"430","Concept Artist","/research/US/Job=Concept_Artist/Salary","Art-and-Design","https://www.payscale.com/research/US/Job=Concept_Artist/Salary"
"431","Photo Retoucher","/research/US/Job=Photo_Retoucher/Hourly_Rate","Art-and-Design","https://www.payscale.com/research/US/Job=Photo_Retoucher/Hourly_Rate"
"432","Fashion Stylist","/research/US/Job=Fashion_Stylist/Hourly_Rate","Art-and-Design","https://www.payscale.com/research/US/Job=Fashion_Stylist/Hourly_Rate"
"433","Package Designer","/research/US/Job=Package_Designer/Salary","Art-and-Design","https://www.payscale.com/research/US/Job=Package_Designer/Salary"
"434","Retoucher","/research/US/Job=Retoucher/Salary","Art-and-Design","https://www.payscale.com/research/US/Job=Retoucher/Salary"
"435","Interior Decorator","/research/US/Job=Interior_Decorator/Hourly_Rate","Art-and-Design","https://www.payscale.com/research/US/Job=Interior_Decorator/Hourly_Rate"
"436","Director of Interior Design","/research/US/Job=Director_of_Interior_Design/Salary","Art-and-Design","https://www.payscale.com/research/US/Job=Director_of_Interior_Design/Salary"
"437","Structural Packaging Designer","/research/US/Job=Structural_Packaging_Designer/Salary","Art-and-Design","https://www.payscale.com/research/US/Job=Structural_Packaging_Designer/Salary"
"438","Senior Merchandiser","/research/US/Job=Senior_Merchandiser/Salary","Art-and-Design","https://www.payscale.com/research/US/Job=Senior_Merchandiser/Salary"
"439","Graphic Design Intern","/research/US/Job=Graphic_Design_Intern/Hourly_Rate","Art-and-Design","https://www.payscale.com/research/US/Job=Graphic_Design_Intern/Hourly_Rate"
"440","Tool Designer, Industrial","/research/US/Job=Tool_Designer%2C_Industrial/Hourly_Rate","Art-and-Design","https://www.payscale.com/research/US/Job=Tool_Designer%2C_Industrial/Hourly_Rate"
"441","VFX Artist","/research/US/Job=VFX_Artist/Salary","Art-and-Design","https://www.payscale.com/research/US/Job=VFX_Artist/Salary"
"442","Visual Manager","/research/US/Job=Visual_Manager/Salary","Art-and-Design","https://www.payscale.com/research/US/Job=Visual_Manager/Salary"
"443","Senior Animator","/research/US/Job=Senior_Animator/Salary","Art-and-Design","https://www.payscale.com/research/US/Job=Senior_Animator/Salary"
"444","Principle User Experience Designer","/research/US/Job=Principle_User_Experience_Designer/Salary","Art-and-Design","https://www.payscale.com/research/US/Job=Principle_User_Experience_Designer/Salary"
"445","Compositor","/research/US/Job=Compositor/Hourly_Rate","Art-and-Design","https://www.payscale.com/research/US/Job=Compositor/Hourly_Rate"
"446","Multi-Media Artist or Animator","/research/US/Job=Multi-Media_Artist_or_Animator/Salary","Art-and-Design","https://www.payscale.com/research/US/Job=Multi-Media_Artist_or_Animator/Salary"
"447","Furniture Designer","/research/US/Job=Furniture_Designer/Salary","Art-and-Design","https://www.payscale.com/research/US/Job=Furniture_Designer/Salary"
"448","Associate Fashion Designer","/research/US/Job=Associate_Fashion_Designer/Salary","Art-and-Design","https://www.payscale.com/research/US/Job=Associate_Fashion_Designer/Salary"
"449","Assistant Merchandise Manager","/research/US/Job=Assistant_Merchandise_Manager/Hourly_Rate","Art-and-Design","https://www.payscale.com/research/US/Job=Assistant_Merchandise_Manager/Hourly_Rate"
"450","Visual Merchandising Director","/research/US/Job=Visual_Merchandising_Director/Salary","Art-and-Design","https://www.payscale.com/research/US/Job=Visual_Merchandising_Director/Salary"
"451","Graphic Artist / Animator","/research/US/Job=Graphic_Artist_%2F_Animator/Salary","Art-and-Design","https://www.payscale.com/research/US/Job=Graphic_Artist_%2F_Animator/Salary"
"452","Store Planner","/research/US/Job=Store_Planner/Salary","Art-and-Design","https://www.payscale.com/research/US/Job=Store_Planner/Salary"
"453","Project Manager, (Unspecified Type / General)","/research/US/Job=Project_Manager%2C_(Unspecified_Type_%2F_General)/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Project_Manager%2C_(Unspecified_Type_%2F_General)/Salary"
"454","Service Delivery Manager","/research/US/Job=Service_Delivery_Manager/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Service_Delivery_Manager/Salary"
"455","Property Manager","/research/US/Job=Property_Manager/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Property_Manager/Salary"
"456","Buyer","/research/US/Job=Buyer/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Buyer/Salary"
"457","Senior Business Analyst","/research/US/Job=Senior_Business_Analyst/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Senior_Business_Analyst/Salary"
"458","Senior Product Manager","/research/US/Job=Senior_Product_Manager/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Senior_Product_Manager/Salary"
"459","Management Consultant","/research/US/Job=Management_Consultant/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Management_Consultant/Salary"
"460","Business Analyst (Unspecified Type)","/research/US/Job=Business_Analyst_(Unspecified_Type)/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Business_Analyst_(Unspecified_Type)/Salary"
"461","Purchasing Manager","/research/US/Job=Purchasing_Manager/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Purchasing_Manager/Salary"
"462","Construction Estimator","/research/US/Job=Construction_Estimator/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Construction_Estimator/Salary"
"463","Assistant Manager","/research/US/Job=Assistant_Manager/Hourly_Rate","Business-Operations","https://www.payscale.com/research/US/Job=Assistant_Manager/Hourly_Rate"
"464","Event Coordinator","/research/US/Job=Event_Coordinator/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Event_Coordinator/Salary"
"465","Supply Chain Manager","/research/US/Job=Supply_Chain_Manager/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Supply_Chain_Manager/Salary"
"466","Information Security Analyst","/research/US/Job=Information_Security_Analyst/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Information_Security_Analyst/Salary"
"467","Facility Coordinator","/research/US/Job=Facility_Coordinator/Hourly_Rate","Business-Operations","https://www.payscale.com/research/US/Job=Facility_Coordinator/Hourly_Rate"
"468","Logistics Manager","/research/US/Job=Logistics_Manager/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Logistics_Manager/Salary"
"469","Event Manager","/research/US/Job=Event_Manager/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Event_Manager/Salary"
"470","Senior Buyer","/research/US/Job=Senior_Buyer/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Senior_Buyer/Salary"
"471","Assistant Property Manager","/research/US/Job=Assistant_Property_Manager/Hourly_Rate","Business-Operations","https://www.payscale.com/research/US/Job=Assistant_Property_Manager/Hourly_Rate"
"472","Contracts Manager","/research/US/Job=Contracts_Manager/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Contracts_Manager/Salary"
"473","Procurement Specialist","/research/US/Job=Procurement_Specialist/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Procurement_Specialist/Salary"
"474","Business Process / Management Consultant","/research/US/Job=Business_Process_%2F_Management_Consultant/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Business_Process_%2F_Management_Consultant/Salary"
"475","Business Consultant","/research/US/Job=Business_Consultant/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Business_Consultant/Salary"
"476","Security Supervisor","/research/US/Job=Security_Supervisor/Hourly_Rate","Business-Operations","https://www.payscale.com/research/US/Job=Security_Supervisor/Hourly_Rate"
"477","Security Analyst","/research/US/Job=Security_Analyst/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Security_Analyst/Salary"
"478","Cyber Security Engineer","/research/US/Job=Cyber_Security_Engineer/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Cyber_Security_Engineer/Salary"
"479","Claims Adjuster","/research/US/Job=Claims_Adjuster/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Claims_Adjuster/Salary"
"480","Procurement Manager","/research/US/Job=Procurement_Manager/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Procurement_Manager/Salary"
"481","Security Manager","/research/US/Job=Security_Manager/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Security_Manager/Salary"
"482","Materials Manager","/research/US/Job=Materials_Manager/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Materials_Manager/Salary"
"483","Implementation Consultant","/research/US/Job=Implementation_Consultant/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Implementation_Consultant/Salary"
"484","Program Analyst","/research/US/Job=Program_Analyst/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Program_Analyst/Salary"
"485","Social Media Coordinator","/research/US/Job=Social_Media_Coordinator/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Social_Media_Coordinator/Salary"
"486","Senior Estimator","/research/US/Job=Senior_Estimator/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Senior_Estimator/Salary"
"487","Claims Adjuster / Examiner / Investigator","/research/US/Job=Claims_Adjuster_%2F_Examiner_%2F_Investigator/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Claims_Adjuster_%2F_Examiner_%2F_Investigator/Salary"
"488","Client Services Director","/research/US/Job=Client_Services_Director/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Client_Services_Director/Salary"
"489","Information Security Manager","/research/US/Job=Information_Security_Manager/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Information_Security_Manager/Salary"
"490","Government Program Manager","/research/US/Job=Government_Program_Manager/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Government_Program_Manager/Salary"
"491","Director of Events","/research/US/Job=Director_of_Events/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Director_of_Events/Salary"
"492","Learning and Development Specialist","/research/US/Job=Learning_and_Development_Specialist/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Learning_and_Development_Specialist/Salary"
"493","Assistant Manager, Customer Service","/research/US/Job=Assistant_Manager%2C_Customer_Service/Hourly_Rate","Business-Operations","https://www.payscale.com/research/US/Job=Assistant_Manager%2C_Customer_Service/Hourly_Rate"
"494","Design Manager","/research/US/Job=Design_Manager/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Design_Manager/Salary"
"495","Insurance Claims Specialist","/research/US/Job=Insurance_Claims_Specialist/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Insurance_Claims_Specialist/Salary"
"496","Cost Estimator","/research/US/Job=Cost_Estimator/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Cost_Estimator/Salary"
"497","Quality Assurance Coordinator","/research/US/Job=Quality_Assurance_Coordinator/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Quality_Assurance_Coordinator/Salary"
"498","Reporting Analyst","/research/US/Job=Reporting_Analyst/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Reporting_Analyst/Salary"
"499","Senior Claims Adjuster","/research/US/Job=Senior_Claims_Adjuster/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Senior_Claims_Adjuster/Salary"
"500","Grants Manager","/research/US/Job=Grants_Manager/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Grants_Manager/Salary"
"501","Purchasing Agent (but not Wholesale, Retail, or Farm Products)","/research/US/Job=Purchasing_Agent_(but_not_Wholesale%2C_Retail%2C_or_Farm_Products)/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Purchasing_Agent_(but_not_Wholesale%2C_Retail%2C_or_Farm_Products)/Salary"
"502","Call Center Manager","/research/US/Job=Call_Center_Manager/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Call_Center_Manager/Salary"
"503","Business Operations Analyst","/research/US/Job=Business_Operations_Analyst/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Business_Operations_Analyst/Salary"
"504","Purchaser","/research/US/Job=Purchaser/Hourly_Rate","Business-Operations","https://www.payscale.com/research/US/Job=Purchaser/Hourly_Rate"
"505","Purchasing Coordinator","/research/US/Job=Purchasing_Coordinator/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Purchasing_Coordinator/Salary"
"506","Project Analyst","/research/US/Job=Project_Analyst/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Project_Analyst/Salary"
"507","Business Process Analyst","/research/US/Job=Business_Process_Analyst/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Business_Process_Analyst/Salary"
"508","Business Intelligence Manager","/research/US/Job=Business_Intelligence_Manager/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Business_Intelligence_Manager/Salary"
"509","Regional Property Manager","/research/US/Job=Regional_Property_Manager/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Regional_Property_Manager/Salary"
"510","Education Program Coordinator","/research/US/Job=Education_Program_Coordinator/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Education_Program_Coordinator/Salary"
"511","Community Association Manager","/research/US/Job=Community_Association_Manager/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Community_Association_Manager/Salary"
"512","Application Support Specialist","/research/US/Job=Application_Support_Specialist/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Application_Support_Specialist/Salary"
"513","Regulatory Affairs Specialist","/research/US/Job=Regulatory_Affairs_Specialist/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Regulatory_Affairs_Specialist/Salary"
"514","Information Security Officer","/research/US/Job=Information_Security_Officer/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Information_Security_Officer/Salary"
"515","Technical Specialist","/research/US/Job=Technical_Specialist/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Technical_Specialist/Salary"
"516","Purchasing Specialist","/research/US/Job=Purchasing_Specialist/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Purchasing_Specialist/Salary"
"517","Facility Security Officer (FSO)","/research/US/Job=Facility_Security_Officer_(FSO)/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Facility_Security_Officer_(FSO)/Salary"
"518","Event Planner","/research/US/Job=Event_Planner/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Event_Planner/Salary"
"519","ERP Consultant","/research/US/Job=ERP_Consultant/Salary","Business-Operations","https://www.payscale.com/research/US/Job=ERP_Consultant/Salary"
"520","Manager Trainee","/research/US/Job=Manager_Trainee/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Manager_Trainee/Salary"
"521","Strategy Manager","/research/US/Job=Strategy_Manager/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Strategy_Manager/Salary"
"522","Insurance Claims Adjuster","/research/US/Job=Insurance_Claims_Adjuster/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Insurance_Claims_Adjuster/Salary"
"523","Workforce Management Analyst","/research/US/Job=Workforce_Management_Analyst/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Workforce_Management_Analyst/Salary"
"524","Consulting Manager","/research/US/Job=Consulting_Manager/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Consulting_Manager/Salary"
"525","Regulatory Affairs Manager","/research/US/Job=Regulatory_Affairs_Manager/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Regulatory_Affairs_Manager/Salary"
"526","Strategic Sourcing Manager","/research/US/Job=Strategic_Sourcing_Manager/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Strategic_Sourcing_Manager/Salary"
"527","Policy Analyst","/research/US/Job=Policy_Analyst/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Policy_Analyst/Salary"
"528","Strategy Consultant","/research/US/Job=Strategy_Consultant/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Strategy_Consultant/Salary"
"529","Electrical Estimator","/research/US/Job=Electrical_Estimator/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Electrical_Estimator/Salary"
"530","Management Analyst","/research/US/Job=Management_Analyst/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Management_Analyst/Salary"
"531","Assistant Buyer","/research/US/Job=Assistant_Buyer/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Assistant_Buyer/Salary"
"532","Commercial Property Manager","/research/US/Job=Commercial_Property_Manager/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Commercial_Property_Manager/Salary"
"533","Security Director","/research/US/Job=Security_Director/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Security_Director/Salary"
"534","Technical Analyst","/research/US/Job=Technical_Analyst/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Technical_Analyst/Salary"
"535","Associate Project Manager (Unspecified Type / General)","/research/US/Job=Associate_Project_Manager_(Unspecified_Type_%2F_General)/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Associate_Project_Manager_(Unspecified_Type_%2F_General)/Salary"
"536","Environmental Health & Safety (EHS) Director","/research/US/Job=Environmental_Health_%26_Safety_(EHS)_Director/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Environmental_Health_%26_Safety_(EHS)_Director/Salary"
"537","Supply Chain Coordinator","/research/US/Job=Supply_Chain_Coordinator/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Supply_Chain_Coordinator/Salary"
"538","Compliance Coordinator","/research/US/Job=Compliance_Coordinator/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Compliance_Coordinator/Salary"
"539","Strategy Analyst","/research/US/Job=Strategy_Analyst/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Strategy_Analyst/Salary"
"540","Procurement Director","/research/US/Job=Procurement_Director/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Procurement_Director/Salary"
"541","Purchasing / Inventory Coordinator","/research/US/Job=Purchasing_%2F_Inventory_Coordinator/Hourly_Rate","Business-Operations","https://www.payscale.com/research/US/Job=Purchasing_%2F_Inventory_Coordinator/Hourly_Rate"
"542","Cost Analyst","/research/US/Job=Cost_Analyst/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Cost_Analyst/Salary"
"543","Real Estate Development Manager","/research/US/Job=Real_Estate_Development_Manager/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Real_Estate_Development_Manager/Salary"
"544","Estimator, Construction","/research/US/Job=Estimator%2C_Construction/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Estimator%2C_Construction/Salary"
"545","Lead Business Analyst","/research/US/Job=Lead_Business_Analyst/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Lead_Business_Analyst/Salary"
"546","Inventory / Purchasing Manager","/research/US/Job=Inventory_%2F_Purchasing_Manager/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Inventory_%2F_Purchasing_Manager/Salary"
"547","Property, Real Estate, or Community Association Manager","/research/US/Job=Property%2C_Real_Estate%2C_or_Community_Association_Manager/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Property%2C_Real_Estate%2C_or_Community_Association_Manager/Salary"
"548","Business Development Coordinator","/research/US/Job=Business_Development_Coordinator/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Business_Development_Coordinator/Salary"
"549","Senior Property Manager","/research/US/Job=Senior_Property_Manager/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Senior_Property_Manager/Salary"
"550","Project Control Specialist","/research/US/Job=Project_Control_Specialist/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Project_Control_Specialist/Salary"
"551","Manager, Change Management","/research/US/Job=Manager%2C_Change_Management/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Manager%2C_Change_Management/Salary"
"552","Distribution Manager","/research/US/Job=Distribution_Manager/Salary","Business-Operations","https://www.payscale.com/research/US/Job=Distribution_Manager/Salary"
"553","Electrical Foreman","/research/US/Job=Electrical_Foreman/Hourly_Rate","Construction","https://www.payscale.com/research/US/Job=Electrical_Foreman/Hourly_Rate"
"554","Assistant Construction Superintendent","/research/US/Job=Assistant_Construction_Superintendent/Salary","Construction","https://www.payscale.com/research/US/Job=Assistant_Construction_Superintendent/Salary"
"555","Carpenter Foreman","/research/US/Job=Carpenter_Foreman/Hourly_Rate","Construction","https://www.payscale.com/research/US/Job=Carpenter_Foreman/Hourly_Rate"
"556","Electrician","/research/US/Job=Electrician/Hourly_Rate","Construction","https://www.payscale.com/research/US/Job=Electrician/Hourly_Rate"
"557","Carpenter","/research/US/Job=Carpenter/Hourly_Rate","Construction","https://www.payscale.com/research/US/Job=Carpenter/Hourly_Rate"
"558","Project Manager, Construction","/research/US/Job=Project_Manager%2C_Construction/Salary","Construction","https://www.payscale.com/research/US/Job=Project_Manager%2C_Construction/Salary"
"559","Construction Superintendent","/research/US/Job=Construction_Superintendent/Salary","Construction","https://www.payscale.com/research/US/Job=Construction_Superintendent/Salary"
"560","Assistant Project Manager, Construction","/research/US/Job=Assistant_Project_Manager%2C_Construction/Salary","Construction","https://www.payscale.com/research/US/Job=Assistant_Project_Manager%2C_Construction/Salary"
"561","Construction Foreman","/research/US/Job=Construction_Foreman/Hourly_Rate","Construction","https://www.payscale.com/research/US/Job=Construction_Foreman/Hourly_Rate"
"562","Painter","/research/US/Job=Painter/Hourly_Rate","Construction","https://www.payscale.com/research/US/Job=Painter/Hourly_Rate"
"563","Construction Project Manager","/research/US/Job=Construction_Project_Manager/Salary","Construction","https://www.payscale.com/research/US/Job=Construction_Project_Manager/Salary"
